ÐòºÅ,Á÷¿Ø×´Ì¬,¸æ¾¯,º½°àºÅ,º½°à×´Ì¬,»úÐÍ,×¢²áºÅ,Ö´ÐÐÈÕÆÚ,Æð·ÉÅÜµÀ,½µÂäÅÜµÀ,³ö·¢µØ,Ä¿µÄµØ,Æð·É»ú³¡,½µÂä»ú³¡,¼Æ»®½µÂä»ú³¡,SOBT,EOBT,TOBT,CTOT,ATOT,ÑÓÎó»ù×¼,COBT,AEGT,AOBT,ËÉÉ²³µ,³ý±ùÊ±³¤,OTOBT,TTOT,SLDT,ELDT,CLDT,ALDT,CTOT²¹³ä,²ÈÉ²³µ,AIBT,ACGT,CPL_RMK,Ñ²º½¸ß¶È,Ñ²º½ËÙ¶È,º½  Â·,·ÅÐÐÑÓÎó»ù×¼,ÑÓÎóÊ±³¤,¼ÆËãÊ¹ÓÃµÄÆð·ÉÊ±¼ä,ÔÊÐíÆð·ÉÑÓÎóÊ±¼ä,×î½üµÄÁ÷¿Ø½áÊøÊ±¼ä,×î½üµÄÁ÷¿Ø¿ªÊ¼Ê±¼ä,¼Æ»®Î¨Ò»±êÊ¶,VIP±ê¼Ç,¹Ø×¢,Á÷¿Ø,ÌØÊâÁ÷¿Ø,»íÃâÁ÷¿ØºÅ,µÈ´ý³Ø/±£»¤³Ø±êÊ¶,²¹°à±ê¼Ç,Ëø¶¨×´Ì¬,Ëø¶¨ÀàÐÍ,¹«Ë¾ºË¶Ô,»ú³¡ºË¶Ô,º½°à¹ÒÆð±êÊ¶,µ÷Ê±±êÊ¶,º½°à»íÃâ±êÊ¶,ÈË¹¤»íÃâÕ¼Á¿,ÈË¹¤»íÃâ²»Õ¼Á¿,ÈË¹¤ÊÜÏÞ,·µº½/±¸½µ±êÊ¶,¸´·É±êÊ¶,¶þ´Î´úÂë,ETD,STOT,µ±Ç°×´Ì¬,ÈÝÁ¿»íÃâ,¼Æ»®ºÅ,µÈ´ý³Ø¹ØÁªÁ÷¿Ø,ÍÆ³ö»úÎ»,½ø¸Û»úÎ»,CTOT¸æ¾¯±êÖ¾,Ç°Ðò·µº½/±¸½µ±êÊ¶,·ÉÐÐÀàÐÍ,ÈË¹¤ÉèÖÃÒþ²Ø,ÊÇ·ñÐèÒª³ý±ù,CTOTÐÞ¸Ä±¸×¢,È¡Ïû±êÊ¶,É¾³ý±ê¼Ç,ÈÎÎñÀàÐÍ,CTOTÐÞ¸ÄÈ¨ÏÞµ¥Î»,ÐÞ¸ÄVIPÏ¯Î»¼¶±ð,Ê±Ï¶½»»»±êÊ¶,¹«Ë¾,
166,0,0,CDC8982,ARR,A20N/M,B321X,20240115,25,3,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Òø´¨/ºÓ¶«,ZWWW,ZLIC,ZLIC,2024-1-15 16:55,2024-1-15 16:55,,,2024-1-15 17:17,2.02401E+13,,,2024-1-15 17:05,,0,2024-1-15 17:10,2024-1-15 17:25,2024-1-15 19:45,2024-1-15 19:44,,2024-1-15 19:47,0,,,,,S0890,K0754,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 YBL W199 YHD,2.02401E+13,-180,2024-1-15 17:17,25,,,f008c5b99337486e973bb724e86fb22d,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A7427,2024-1-15 17:10,2024-1-15 17:10,ARR,,69104,,10,,,U,S,0,2,,N,N,W/Z,,0,,CDC,
167,0,0,CSN6492,OVE,A20N/M,B301G,20240115,25,36,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,À¼ÖÝ/ÖÐ´¨,ZWWW,ZLLL,ZLLL,2024-1-15 16:55,2024-1-15 16:55,,,2024-1-15 17:30,2.02401E+13,,2.02401E+13,,2.02401E+13,0,2024-1-15 17:23,2024-1-15 17:44,2024-1-15 19:40,2024-1-15 19:12,,2024-1-15 19:54,0,2.02401E+13,,2.02401E+13,,S1010,K0827,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 P408/K0813S0890 W191 NODID H74 XNN,2.02401E+13,600,2024-1-15 17:30,25,,,1846243dd9af4b0da24ef4783e3638a9,,,,0,,,0,0,0,5,0,0,0,,,,,U,N,A2302,2024-1-15 17:15,2024-1-15 17:15,ARR,,79768,,33,113,,U,S,0,0,,N,N,W/Z,,0,,CSN,
168,0,0,CXA8220,ARR,B38M/M,B1139,20240115,25,3,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Òø´¨/ºÓ¶«,ZWWW,ZLIC,ZLIC,2024-1-15 17:00,2024-1-15 17:00,2024-1-15 16:50,,2024-1-15 17:38,2.02401E+13,,,2024-1-15 17:17,2.02401E+13,0,2024-1-15 16:59,2024-1-15 17:08,2024-1-15 19:50,2024-1-15 19:40,,2024-1-15 20:14,0,2.02401E+13,,,,S1070,K0850,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 YBL W199 YHD,2.02401E+13,780,2024-1-15 17:38,25,,,d975414101aa47aaa46480ebce701da6,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2334,2024-1-15 17:18,2024-1-15 17:18,ARR,,77977,,34,,,U,S,0,2,,N,N,W/Z,,0,,CXA,
169,0,0,CQH8846,OVE,A20N/M,B329U,20240115,25,05L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Î÷°²/ÏÌÑô,ZWWW,ZLXY,ZLXY,2024-1-15 17:00,2024-1-15 17:00,2024-1-15 16:55,,2024-1-15 17:07,2.02401E+13,,2.02401E+13,2024-1-15 16:52,2.02401E+13,0,2024-1-15 16:45,2024-1-15 17:11,2024-1-15 20:10,2024-1-15 19:54,,2024-1-15 19:59,0,2.02401E+13,,,,S1010,K0850,WUR X54 ESDEX W191 DNC W565 XIXAN W214 HO,2.02401E+13,-1080,2024-1-15 17:07,25,,,b03a53055e394f519227eb6d4d645eb4,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2325,2024-1-15 17:16,2024-1-15 17:16,ARR,,50998,,14,304,,U,S,0,2,,N,N,W/Z,,0,,CQH,
170,0,0,CSN3912,ATX,A20N/M,B306M,20240115,25,04R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Îäºº/ÌìºÓ,ZWWW,ZHHH,ZHHH,2024-1-15 17:00,2024-1-15 17:00,,,2024-1-15 17:15,2.02401E+13,,,2024-1-15 16:57,2.02401E+13,0,2024-1-15 16:45,2024-1-15 17:05,2024-1-15 21:17,2024-1-15 20:53,,2024-1-15 21:07,0,2.02401E+13,2024-1-15 21:13,2.02401E+13,,S1010,K0823,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 UGSUT/K0841S0980 H132 P234/K0767S0690 H36 OLPOV B213 WTM,2.02401E+13,-600,2024-1-15 17:15,25,,,cbb1d2398a684811964ccc2d50af99b9,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2335,2024-1-15 17:20,2024-1-15 17:20,ARR,,81646,,39,343,,U,S,0,2,,N,N,W/Z,,0,,CSN,
171,0,0,GCR7469,ARR,E190/M,B3119,20240115,25,5,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ËþÀïÄ¾,ZWWW,ZWAL,ZWAL,2024-1-15 17:15,2024-1-15 17:15,,,2024-1-15 17:09,2.02401E+13,,,2024-1-15 16:57,2.02401E+13,0,2024-1-15 17:00,2024-1-15 17:15,2024-1-15 18:52,2024-1-15 18:36,,2024-1-15 18:38,0,,,,,S0920,M075,WUR B215 KABDO W119 AKS/M075S0890 W186 PAMLI,2.02401E+13,-1860,2024-1-15 17:09,25,,,aa127df9961f4b76b8675599c401762f,,,,0,,,0,0,,5,5,0,0,,,,,U,N,A1023,2024-1-15 17:30,2024-1-15 17:30,ARR,,62680,,5,,,U,S,0,2,,N,N,W/Z,,0,,GCR,
172,0,0,CBG8916,ARR,A20N/M,B306R,20240115,25,32,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÒË²ý/ÈýÏ¿,ZWWW,ZHYC,ZHYC,2024-1-15 17:20,2024-1-15 17:20,,,2024-1-15 17:19,2.02401E+13,,2.02401E+13,2024-1-15 17:04,2.02401E+13,0,2024-1-15 17:05,2024-1-15 17:21,2024-1-15 21:32,2024-1-15 21:16,,2024-1-15 21:04,0,2.02401E+13,,2.02401E+13,,S1010,M078,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 P62 H11 ML/M078S0920 W45 RUXIL W53 YIH,2.02401E+13,-1560,2024-1-15 17:19,25,,,9c953a08f2524c08aedc2d412bc45770,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2305,2024-1-15 17:36,2024-1-15 17:36,ARR,,75748,,2,,,U,S,0,2,,N,N,W/Z,,0,,CBG,
173,0,0,CXA8230,OVE,B738/M,B5533,20240115,25,36R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,³¤É³/»Æ»¨,ZWWW,ZGHA,ZGHA,2024-1-15 17:20,2024-1-15 17:20,2024-1-15 17:10,,2024-1-15 17:23,2.02401E+13,,,2024-1-15 17:09,,0,2024-1-15 17:05,2024-1-15 17:26,2024-1-15 21:27,2024-1-15 21:48,,2024-1-15 21:44,0,,2024-1-15 21:53,,,S1070,K0850,WUR W190 ADPET W188 GOVSA W66 GOBIN B330 XIXAN W214 HO H14 P396 H131 UGSUT/K0850S0980 H132 P234/K0850S0950 H36 YIH H9 CD W194 ASOGO W610 BEMTA,2.02401E+13,-1320,2024-1-15 17:23,25,,,600c3e35799448df83c9c8dc4fa2e27b,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2315,2024-1-15 17:36,2024-1-15 17:36,ARR,,61612,,42,231,,U,S,0,2,,N,N,W/Z,,0,,CXA,
174,0,0,CES6836,ARR,B738/M,B205Z,20240115,25,21,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,À¥Ã÷/³¤Ë®,ZWWW,ZPPP,ZPPP,2024-1-15 17:20,2024-1-15 17:20,,,2024-1-15 17:26,2.02401E+13,,,2024-1-15 17:09,2.02401E+13,0,2024-1-15 17:05,2024-1-15 17:21,2024-1-15 21:35,2024-1-15 21:21,,2024-1-15 21:07,0,2.02401E+13,,,,S0950,K0774,WUR X54 ESDEX W191 DNC W565 XIXAN B330 UBKER/K0801S0920 G212 SGM,2.02401E+13,-1140,2024-1-15 17:26,25,,,69bb527667dd40638678c47eaca66bbe,,,,0,,,0,0,0,5,5,0,0,0,,,,U,N,A2312,2024-1-15 17:36,2024-1-15 17:36,ARR,,43990,,8,S122,,U,S,0,2,,N,N,W/Z,,0,,CES,
175,0,0,CSN6907,OVE,A320/M,B9953,20240115,25,35L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,±±¾©/´óÐË,ZWWW,ZBAD,ZBAD,2024-1-15 17:30,2024-1-15 17:30,,,2024-1-15 17:40,2.02401E+13,,,2024-1-15 17:20,,0,2024-1-15 17:16,2024-1-15 17:34,2024-1-15 21:05,2024-1-15 20:50,,2024-1-15 21:00,0,2.02401E+13,,2.02401E+13,,S0950,K0826,WUR W190 ADPET W188 GOVSA W66 DKO W64 PUKOL/K0754S0690 W64 ELAPU,2.02401E+13,-900,2024-1-15 17:40,25,,,afd9c821ccaf45ce9cd1d1bee3364051,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2321,2024-1-15 17:48,2024-1-15 17:48,ARR,,56067,,28,129,,U,S,0,2,,N,N,W/Z,,0,,CSN,
176,0,0,CHH7897,OVE,B738/M,B1102,20240115,25,05L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Î÷°²/ÏÌÑô,ZWWW,ZLXY,ZLXY,2024-1-15 17:30,2024-1-15 17:30,,,2024-1-15 17:34,2.02401E+13,,2.02401E+13,2024-1-15 17:14,2.02401E+13,0,2024-1-15 17:15,2024-1-15 17:31,2024-1-15 20:50,2024-1-15 20:17,,2024-1-15 20:26,0,,,2.02401E+13,,S1070,M078,WUR X54 ESDEX W191 DNC W565 XIXAN W214 HO,2.02401E+13,-1260,2024-1-15 17:34,25,,,19e53b53a7134246854fbe0b80e89e92,,,,0,,,0,0,0,5,5,0,0,0,,,,U,N,A2303,2024-1-15 17:46,2024-1-15 17:46,ARR,,47164,,7,107,,U,S,0,2,,N,N,W/Z,,0,,CHH,
177,0,0,CJX8940,OVE,B738/M,B5511,20240115,25,05L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Î÷°²/ÏÌÑô,ZWWW,ZLXY,ZLXY,2024-1-15 17:30,2024-1-15 17:30,2024-1-15 17:27,,2024-1-15 17:45,2.02401E+13,,,2024-1-15 17:22,2.02401E+13,0,2024-1-15 17:15,2024-1-15 17:42,2024-1-15 20:55,2024-1-15 20:12,,2024-1-15 20:33,0,2.02401E+13,,,,S1070,K0850,WUR X54 ESDEX W191 DNC W565 XIXAN W214 HO,2.02401E+13,-600,2024-1-15 17:45,25,,,d79b6aae084645cd9a98f33ce2997fcb,,,,0,,,0,0,0,5,5,0,0,0,,,,U,N,A7431,2024-1-15 17:45,2024-1-15 17:45,ARR,,47552,,48,316,,U,S,0,2,,N,N,W/Z,,0,,CJX,
178,4,0,CSN6938,ATX,A21N/M,B30EE,20240115,25,8,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÈýÑÇ/·ï»Ë,ZWWW,ZJSY,ZJSY,2024-1-15 17:30,2024-1-15 17:30,,2024-1-15 17:46,2024-1-15 17:42,2.02401E+13,2024-1-15 17:30,2.02401E+13,2024-1-15 17:21,2.02401E+13,0,2024-1-15 17:15,2024-1-15 17:31,2024-1-15 22:37,2024-1-15 22:20,2024-1-15 22:24,2024-1-15 22:35,0,,,,,S1010,K0828,WUR X54 ESDEX W191 DNC W565 XIXAN B330 KWE W181 P478/K0858S0980 H68 P479/K0860S0950 R339 UVUNO/K0866S1010 R339 BHY W70 NYB/K0848S0980 G221 WL,2.02401E+13,-780,2024-1-15 17:42,25,,,f6611d146c454d699db667a9bd26ece7,,,RES_GDP_20240114221245R510_222840082R414,,0,,,0,1,0,5,5,0,0,0,,,,U,N,A2324,2024-1-15 17:46,2024-1-15 17:46,ARR,,55743,,23,203,,U,S,0,2,,N,N,W/Z,,0,,CSN
179,0,0,CSN6966,OVE,A21N/M,B303G,20240115,25,05L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Î÷°²/ÏÌÑô,ZWWW,ZLXY,ZLXY,2024-1-15 17:35,2024-1-15 17:35,,,2024-1-15 17:51,2.02401E+13,,2.02401E+13,2024-1-15 17:32,2.02401E+13,0,2024-1-15 17:31,2024-1-15 17:49,2024-1-15 20:45,2024-1-15 20:18,,2024-1-15 20:38,0,2.02401E+13,,2.02401E+13,,S1010,K0823,WUR X54 ESDEX W191 DNC W565 XIXAN W214 JIG/K0745S0750 W214 HO,2.02401E+13,-540,2024-1-15 17:51,25,,,da55b93783c548cf92d0cf2f9989ff2a,,,,0,,,0,0,0,5,5,0,0,0,,,,U,N,A2326,2024-1-15 17:53,2024-1-15 17:53,ARR,,55718,,29,303,,U,S,0,2,,N,N,W/Z,,0,,CSN,
180,0,0,CSN6989,OVE,B738/M,B7972,20240115,25,6,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,º¼ÖÝ/ÏôÉ½,ZWWW,ZSHC,ZSHC,2024-1-15 17:50,2024-1-15 17:50,,,2024-1-15 17:48,2.02401E+13,,2.02401E+13,2024-1-15 17:32,2.02401E+13,0,2024-1-15 17:35,2024-1-15 17:50,2024-1-15 22:30,2024-1-15 22:23,,2024-1-15 22:10,0,,2024-1-15 22:10,,,S0950,K0818,WUR X54 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 UGSUT/K0794S0920 H132 P234/K0811S0890 H36 P361/K0815S0950 H36 OLPOV B213 OBDON/K0728S0810 B213 WHA R343 SAGUD W50 XSH H17 JDZ H26 TXN G204 OREXA,2.02401E+13,-1620,2024-1-15 17:48,25,,,59c64e1fa1c3415f973ac49272ad8aee,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2330,2024-1-15 18:05,2024-1-15 18:05,ARR,,55696,,49,934,,U,S,0,2,,N,N,W/Z,,0,,CSN,
181,0,0,CSC3210,ARR,A21N/M,B302T,20240115,25,02R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÖØÇì/½­±±,ZWWW,ZUCK,ZUCK,2024-1-15 17:50,2024-1-15 17:50,,,2024-1-15 17:55,2.02401E+13,,2.02401E+13,2024-1-15 17:33,2.02401E+13,0,2024-1-15 17:35,2024-1-15 17:53,2024-1-15 21:50,2024-1-15 21:20,,2024-1-15 21:18,0,2.02401E+13,,2.02401E+13,,S1070,K0800,WUR X54 ESDEX/K0806S1010 W191 DNC W565 XIXAN B330 OVRAL W242 SANUK/K0791S0720 W180 AKBEK,2.02401E+13,-1200,2024-1-15 17:55,25,,,91e5e0ff8fdc4a3d8810f837a2f48b1a,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A7425,2024-1-15 18:08,2024-1-15 18:08,ARR,,51094,,47,220,,U,S,0,2,,N,N,W/Z,,0,,CSC,
182,0,0,CSN6837,OVE,B737/M,B5283,20240115,25,7,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÄÏ¾©/Â»¿Ú,ZWWW,ZSNJ,ZSNJ,2024-1-15 17:55,2024-1-15 17:55,,,2024-1-15 18:05,2.02401E+13,,2.02401E+13,2024-1-15 17:39,2.02401E+13,0,2024-1-15 17:40,2024-1-15 18:00,2024-1-15 22:32,2024-1-15 22:01,,2024-1-15 22:05,0,,,,,S1010,K0836,WUR X54 ESDEX W191 DNC W565 XIXAN W214 JIG/K0763S0890 W214 HO H14 P396 H131 P62 H11 P542/K0721S0750 H11 ML W118 REVKU H48 FYG B208 HFE W51 LEGIV W164 OREVO,2.02401E+13,-900,2024-1-15 18:05,25,,,9682b134b4b244f38dcb23a4176b5636,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2306,2024-1-15 18:15,2024-1-15 18:15,ARR,,56197,,25,118,,U,S,0,2,,N,N,W/Z,,0,,CSN,
183,0,0,CSN6945,ARR,B737/M,B5240,20240115,25,2,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,³É¶¼/Ìì¸®,ZWWW,ZUTF,ZUTF,2024-1-15 17:55,2024-1-15 17:55,,,2024-1-15 18:00,2.02401E+13,,2.02401E+13,2024-1-15 17:40,2.02401E+13,0,2024-1-15 17:40,2024-1-15 17:58,2024-1-15 21:27,2024-1-15 21:21,,2024-1-15 21:14,0,2.02401E+13,,2.02401E+13,,S1010,K0863,WUR X54 ESDEX W191 DNC W565 XIXAN/K0708S0750 B330 PIMEL/K0713S0690 B330 MEXAD,2.02401E+13,-1200,2024-1-15 18:00,25,,,0ea37df4bf254a22b67c86c62b6c0c53,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2313,2024-1-15 18:13,2024-1-15 18:13,ARR,,55673,,45,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
184,0,0,GCR7507,ARR,E190/M,B3128,20240115,25,28,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,²©ÀÖ/°¢À­É½¿Ú,ZWWW,ZWBL,ZWBL,2024-1-15 18:00,2024-1-15 18:00,,,2024-1-15 18:16,2.02401E+13,,,2024-1-15 17:44,,0,2024-1-15 17:45,2024-1-15 18:01,2024-1-15 19:02,2024-1-15 18:49,,2024-1-15 19:09,0,,,,,S0920,M075,WUR B215 KABDO H70 P165 J87 BOL,2.02401E+13,-540,2024-1-15 18:16,25,,,d58cfe4ca81c4c76b9fad4c53b581a2b,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A1012,2024-1-15 18:16,2024-1-15 18:16,ARR,,62637,,1,,,U,S,0,2,,N,N,W/Z,,0,,GCR,
185,0,0,CSN6578,ARR,B738/M,B5759,20240115,25,1,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¹óÑô/Áú¶´±¤,ZWWW,ZUGY,ZUGY,2024-1-15 18:00,2024-1-15 18:00,,,2024-1-15 18:10,2.02401E+13,,2.02401E+13,2024-1-15 17:38,2.02401E+13,0,2024-1-15 17:45,2024-1-15 18:02,2024-1-15 22:02,2024-1-15 21:34,,2024-1-15 21:39,0,,,,,S1010,K0829,WUR X54 ESDEX W191 DNC W565 XIXAN B330 IDBOR/K0734S0690 B330 QNX,2.02401E+13,-900,2024-1-15 18:10,25,,,9d90aca12f8b47778c44bd92768e6b6c,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2322,2024-1-15 18:17,2024-1-15 18:17,ARR,,81632,,40,,,U,S,0,2,,N,N,W/Z,,0,,CSN,
186,0,0,CSC8574,ARR,A320/M,B1886,20240115,25,02R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,³É¶¼/Ë«Á÷,ZWWW,ZUUU,ZUUU,2024-1-15 18:00,2024-1-15 18:00,,,2024-1-15 18:13,2.02401E+13,,2.02401E+13,2024-1-15 17:46,2.02401E+13,0,2024-1-15 17:45,2024-1-15 18:03,2024-1-15 21:30,2024-1-15 21:10,,2024-1-15 21:22,0,2.02401E+13,2024-1-15 21:22,2.02401E+13,,S1070,K0780,WUR X54 ESDEX W191 RUSAT/K0795S0890 W191 DNC W565 XIXAN B330 ELPAN/K0800S0810 B330 OVRAL/K0785S0750 B330 MEXAD,2.02401E+13,-720,2024-1-15 18:13,25,,,8dc83c88b0f3415ab6bd3caf3034ec5c,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2327,2024-1-15 18:18,2024-1-15 18:18,ARR,,51464,,30,128,,U,S,0,2,,N,N,W/Z,,0,,CSC,
187,0,0,CUH2509,OVE,B738/M,B2157,20240115,25,36,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,À¼ÖÝ/ÖÐ´¨,ZWWW,ZLLL,ZLLL,2024-1-15 18:00,2024-1-15 18:00,,,2024-1-15 18:20,2.02401E+13,,2.02401E+13,,2.02401E+13,0,2024-1-15 17:45,2024-1-15 18:01,2024-1-15 20:30,2024-1-15 20:15,,2024-1-15 20:30,0,,,2.02401E+13,,S1070,M078,WUR X54 ESDEX W191 NODID H74 XNN,2.02401E+13,-300,2024-1-15 18:20,25,,,6d4f11de92d849efb3bfa4704234a96b,,,,0,,,0,0,0,5,0,0,0,,,,,U,N,A7417,2024-1-15 18:16,2024-1-15 18:16,ARR,,76925,,13,102,,U,S,0,0,,N,N,W/Z,,0,,CUH,
188,0,0,CCA1276,OVE,B38M/M,B1225,20240115,25,1,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,±±¾©/Ê×¶¼,ZWWW,ZBAA,ZBAA,2024-1-15 18:00,2024-1-15 18:00,,,2024-1-15 18:25,2.02401E+13,,2.02401E+13,2024-1-15 17:52,2.02401E+13,0,2024-1-15 17:45,2024-1-15 18:01,2024-1-15 21:35,2024-1-15 21:14,,2024-1-15 21:50,0,2.02401E+13,2024-1-15 21:57,,,S1010,K0838,WUR W190 ADPET W188 GOVSA W66 DKO W69 GUVBA,2.02401E+13,0,2024-1-15 18:25,25,,,2d504d2a876941ca9b3a27eadc97f966,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2336,2024-1-15 18:16,2024-1-15 18:16,ARR,,37519,,17,324,,U,S,0,2,,N,N,W/Z,,0,,CCA,
189,0,0,QDA9800,OVE,A20N/M,B304Q,20240115,7,36,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,À¼ÖÝ/ÖÐ´¨,ZWWW,ZLLL,ZLLL,2024-1-15 18:20,2024-1-15 18:20,,,2024-1-15 18:37,2.02401E+13,,2.02401E+13,,2.02401E+13,0,2024-1-15 18:05,2024-1-15 18:23,2024-1-15 20:55,2024-1-15 20:51,,2024-1-15 20:57,0,2.02401E+13,,2.02401E+13,,S1070,K0850,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 NODID H74 XNN,2.02401E+13,-480,2024-1-15 18:37,25,,,303e9704aadd4b21b8c43e17144425ee,,,,0,,,0,0,0,5,0,0,0,,,,,U,N,A7430,2024-1-15 18:38,2024-1-15 18:38,ARR,,67569,,6,103,,U,S,0,0,,N,N,W/Z,,0,,QDA,
190,0,0,LKE9580,OVE,B38M/M,B206N,20240115,25,30L,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Ö£ÖÝ/ÐÂÖ£,ZWWW,ZHCC,ZHCC,2024-1-15 18:20,2024-1-15 18:20,,,2024-1-15 18:27,2.02401E+13,,,2024-1-15 18:07,2.02401E+13,0,2024-1-15 18:05,2024-1-15 18:21,2024-1-15 22:22,2024-1-15 22:05,,2024-1-15 22:11,0,,2024-1-15 22:16,2.02401E+13,,S1070,M078,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN W214 HO H14 P396 H131 UGSUT H11 SHX W4 LIMGI H103 P52,2.02401E+13,-1080,2024-1-15 18:27,25,,,12f95b6c81d94335802ced831c760899,,,,0,,,0,0,0,5,5,0,0,0,,,,U,N,A2314,2024-1-15 18:36,2024-1-15 18:36,ARR,RES_GDP_20240115151820R761-U_154748309B20240115154748,,64988,,3,233,,U,S,0,2,,N,N,W/Z,,0,,LKE
191,0,0,CSN6893,OVE,B737/M,B5241,20240115,7,16R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,Ìì½ò/±õº£,ZWWW,ZBTJ,ZBTJ,2024-1-15 18:30,2024-1-15 18:30,,,2024-1-15 18:40,2.02401E+13,,2.02401E+13,2024-1-15 18:15,2.02401E+13,0,2024-1-15 18:27,2024-1-15 18:42,2024-1-15 22:12,2024-1-15 22:26,,2024-1-15 22:02,0,,,,,S0890,K0827,WUR W190 ADPET W188 GOVSA W66 DKO W69 GUVBA,2.02401E+13,-900,2024-1-15 18:40,25,,,9c8dc90a87be4f9a9ffa17caee2a19dd,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2317,2024-1-15 18:45,2024-1-15 18:45,ARR,,56139,,41,223,,U,S,0,2,,N,N,W/Z,,0,,CSN,
192,0,0,JYH1064,DEP,B738/M,B1551,20240115,7,19,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,¹ãÖÝ/°×ÔÆ,ZWWW,ZGGG,ZGGG,2024-1-15 18:55,2024-1-15 18:55,,,2024-1-15 19:07,2.02401E+13,,2.02401E+13,2024-1-15 18:50,,0,2024-1-15 18:51,2024-1-15 19:06,2024-1-16 0:30,2024-1-15 23:35,,,0,,,,,S1010,K0830,WUR X54 ESDEX W191 DNC W565 XIXAN B330 KWE W181 DUDIT A599 GYA,2.02401E+13,-780,2024-1-15 19:07,25,,,ef838642368745f58674e254dbb6dcf7,,,,0,,,0,0,0,0,5,0,0,,,,,U,N,A2331,2024-1-15 19:10,2024-1-15 19:10,DEP,,80904,,7,403L,,U,S,0,2,,N,N,W/Z,,0,,JYH,
193,0,0,GCR7585,DEP,A320/M,B1031,20240115,7,02R,ÎÚÂ³Ä¾Æë/µØÎÑ±¤,ÖØÇì/½­±±,ZWWW,ZUCK,ZUCK,2024-1-15 19:00,2024-1-15 19:00,,,2024-1-15 18:55,2.02401E+13,,2.02401E+13,2024-1-15 18:41,2.02401E+13,0,2024-1-15 18:46,2024-1-15 19:02,2024-1-15 22:50,2024-1-15 22:44,,,0,,,,,S1010,M078,WUR W190 ADPET W188 DAKPA W189 AKLAS W192 ESDEX W191 DNC W565 XIXAN B330 OVRAL W242 SANUK W180 AKBEK,2.02401E+13,-1800,2024-1-15 18:55,25,,,f06a64ea802340a08ca40568aefe178f,,,,0,,,0,0,0,5,5,0,0,,,,,U,N,A2337,2024-1-15 19:16,2024-1-15 19:16,DEP,,62649,,2,,,U,S,0,2,,N,N,W/Z,,0,,GCR,
